agent_id,segment,tenure_months,monthly_contracts,retention_rate_13m,commission_rate,customer_satisfaction,cross_sell_count,complaint_count,training_hours,churned_12m,monthly_premium_10k,commission_cost_10k,cluster,cluster_segment
AG02908,At-Risk,0,0.0,57.4,28.4,5.1,0,2,21.5,1,0.0,0.0,3,At-Risk
AG02909,Stable,28,7.6,76.8,36.8,9.1,2,1,10.0,0,2039.0,750.0,2,Developing
AG02910,Developing,16,2.1,76.3,34.9,4.9,0,1,14.1,0,375.0,131.0,3,At-Risk
AG02911,Stable,26,6.3,74.4,37.9,8.1,0,0,10.5,0,1501.0,569.0,1,Stable
AG02912,Stable,7,2.3,86.9,37.4,6.8,0,0,15.7,1,742.0,278.0,1,Stable
AG02913,Developing,16,3.1,70.6,35.1,5.6,1,1,11.6,0,619.0,217.0,1,Stable
AG02914,Stable,63,6.0,83.8,39.0,8.7,5,0,2.2,0,1382.0,539.0,2,Developing
AG02915,Stable,28,6.2,84.6,33.4,7.7,1,0,10.2,0,1539.0,514.0,1,Stable
AG02916,Stable,49,5.8,82.4,40.0,8.8,3,0,5.2,0,1010.0,404.0,2,Developing
AG02917,At-Risk,21,1.8,49.2,30.9,3.8,0,3,11.1,1,226.0,70.0,3,At-Risk
AG02918,Star,4,5.6,84.0,39.1,8.4,2,0,23.1,0,2090.0,817.0,1,Stable
AG02919,Developing,0,0.0,62.7,31.9,4.0,0,0,19.2,1,0.0,0.0,3,At-Risk
AG02920,At-Risk,20,3.2,52.8,21.5,7.0,0,6,12.5,0,390.0,84.0,3,At-Risk
AG02921,Star,24,10.4,92.3,47.3,8.0,1,0,11.3,0,3740.0,1769.0,0,Star
AG02922,Stable,11,5.1,78.5,38.1,7.4,0,0,13.7,0,1576.0,600.0,1,Stable
AG02923,Developing,23,3.0,65.3,34.3,5.7,0,0,8.0,1,625.0,214.0,3,At-Risk
AG02924,Star,45,13.2,91.3,43.0,9.1,5,0,8.2,0,3893.0,1674.0,0,Star
AG02925,Stable,16,7.2,77.9,41.9,8.1,1,0,12.1,0,1656.0,694.0,1,Stable
AG02926,Developing,37,3.6,73.1,36.2,5.7,0,2,3.5,0,597.0,216.0,3,At-Risk
AG02927,Stable,93,9.0,84.5,38.0,7.7,3,0,0.0,0,2688.0,1021.0,2,Developing
AG02928,Stable,52,7.9,85.8,38.2,6.9,4,0,3.9,0,1776.0,678.0,2,Developing
AG02929,Developing,14,3.8,70.0,32.9,6.2,0,0,14.8,0,761.0,250.0,1,Stable
AG02930,Stable,7,4.6,78.3,41.9,7.0,2,1,18.4,0,1136.0,476.0,1,Stable
AG02931,Stable,24,8.1,89.9,39.9,6.8,1,0,11.4,0,1788.0,713.0,2,Developing
AG02932,Stable,59,9.0,79.3,42.1,7.5,3,1,3.3,0,1935.0,815.0,2,Developing
AG02933,At-Risk,33,1.3,55.4,30.3,4.1,1,2,6.3,0,166.0,50.0,3,At-Risk
AG02934,Developing,80,3.2,67.0,39.5,5.6,0,1,2.5,0,574.0,227.0,2,Developing
AG02935,Stable,85,7.3,73.6,42.9,6.7,4,1,4.2,0,1745.0,749.0,2,Developing
AG02936,Stable,19,3.7,70.8,40.2,6.0,2,1,14.3,1,906.0,364.0,1,Stable
AG02937,Star,45,11.1,90.2,47.9,8.7,2,0,7.1,0,3773.0,1807.0,0,Star
AG02938,Stable,20,2.7,71.0,44.3,7.6,0,1,10.2,0,638.0,283.0,1,Stable
AG02939,Star,0,1.3,85.5,40.4,6.8,0,0,25.1,0,386.0,156.0,1,Stable
AG02940,At-Risk,120,3.5,53.2,39.6,2.6,0,0,1.6,1,428.0,169.0,3,At-Risk
AG02941,Stable,27,3.4,77.6,39.4,6.5,0,0,7.3,1,656.0,258.0,1,Stable
AG02942,Developing,19,6.2,74.4,29.7,7.9,0,2,10.8,0,1012.0,301.0,1,Stable
AG02943,Stable,2,2.7,76.7,35.0,7.4,0,0,18.8,0,704.0,246.0,1,Stable
AG02944,Stable,8,4.2,82.2,40.2,6.6,2,1,17.8,0,742.0,298.0,1,Stable
AG02945,Stable,9,1.1,78.7,36.7,5.3,0,1,18.7,1,261.0,96.0,1,Stable
AG02946,Stable,36,7.0,84.1,39.2,5.5,2,0,5.9,0,1335.0,523.0,2,Developing
AG02947,Developing,63,6.8,70.6,33.6,5.5,1,0,6.8,0,1290.0,433.0,2,Developing
AG02948,At-Risk,2,2.9,40.3,29.0,3.4,0,3,20.2,0,333.0,97.0,3,At-Risk
AG02949,At-Risk,30,1.3,44.9,29.6,4.0,0,3,6.3,1,178.0,53.0,3,At-Risk
AG02950,Stable,2,0.4,78.1,39.2,7.1,0,1,21.8,0,114.0,45.0,1,Stable
AG02951,Developing,12,1.0,74.1,31.1,3.3,0,3,12.3,1,169.0,53.0,3,At-Risk
AG02952,Stable,120,6.6,80.9,40.5,6.2,2,0,3.4,0,1955.0,792.0,2,Developing
AG02953,At-Risk,29,3.8,56.6,26.8,5.9,0,1,8.5,0,414.0,111.0,3,At-Risk
AG02954,Stable,21,8.4,76.6,37.3,7.3,0,0,9.5,0,2286.0,853.0,2,Developing
AG02955,Stable,65,7.2,87.5,42.1,6.5,5,1,2.3,0,1671.0,703.0,2,Developing
AG02956,Stable,36,6.5,72.2,37.9,5.1,0,0,4.7,0,1444.0,547.0,2,Developing
AG02957,Star,8,9.6,89.6,43.2,7.8,0,0,21.4,0,3756.0,1623.0,0,Star
AG02958,Stable,24,4.8,81.1,41.9,9.5,2,0,8.9,0,1154.0,484.0,2,Developing
AG02959,At-Risk,25,1.5,61.9,31.0,1.6,0,0,9.7,1,187.0,58.0,3,At-Risk
AG02960,Developing,25,4.3,63.8,35.0,4.8,1,2,9.0,0,889.0,311.0,3,At-Risk
AG02961,At-Risk,12,0.1,54.1,27.7,4.8,0,5,13.7,0,14.0,4.0,3,At-Risk
AG02962,Stable,32,5.8,78.9,36.4,7.0,0,0,7.9,0,1438.0,523.0,2,Developing
AG02963,Stable,16,4.4,83.2,35.7,8.6,1,0,13.3,0,1180.0,421.0,1,Stable
AG02964,Stable,75,6.8,80.4,46.8,5.7,6,0,3.2,1,1801.0,843.0,2,Developing
AG02965,Stable,9,7.3,78.9,33.8,8.9,2,0,15.4,0,1267.0,428.0,1,Stable
AG02966,Stable,33,7.0,78.5,39.3,6.0,0,2,4.9,0,1924.0,756.0,2,Developing
AG02967,Stable,31,6.3,86.7,44.8,7.4,1,1,6.3,0,1666.0,746.0,2,Developing
AG02968,Stable,13,4.2,79.1,38.5,6.1,1,1,13.0,0,927.0,357.0,1,Stable
AG02969,Stable,6,3.8,88.4,42.3,9.8,0,2,17.6,0,812.0,343.0,1,Stable
AG02970,Stable,2,1.3,79.2,40.0,7.0,1,0,16.9,0,328.0,131.0,1,Stable
AG02971,Developing,30,3.7,75.7,28.9,7.3,1,2,9.0,0,567.0,164.0,3,At-Risk
AG02972,Stable,16,6.1,79.4,38.6,8.0,2,0,12.9,0,1566.0,604.0,1,Stable
AG02973,At-Risk,18,1.0,76.5,34.0,6.4,1,3,10.3,0,133.0,45.0,3,At-Risk
AG02974,Stable,15,3.8,78.5,38.2,6.2,0,1,10.9,1,793.0,303.0,1,Stable
AG02975,Developing,4,1.5,71.3,36.5,7.4,0,1,17.6,0,279.0,102.0,1,Stable
AG02976,Developing,18,2.8,76.5,34.4,8.0,0,2,8.8,0,449.0,154.0,1,Stable
AG02977,Developing,0,0.5,72.9,37.3,5.0,0,1,21.3,0,106.0,40.0,1,Stable
AG02978,Developing,13,3.1,68.6,32.4,5.7,1,1,13.3,1,618.0,200.0,3,At-Risk
AG02979,At-Risk,21,0.0,47.1,25.4,3.6,0,1,12.2,1,0.0,0.0,3,At-Risk
AG02980,Developing,71,6.4,69.4,33.3,9.4,1,0,4.0,0,1144.0,381.0,2,Developing
AG02981,Stable,4,3.3,81.1,31.8,7.2,0,0,21.4,0,832.0,265.0,1,Stable
AG02982,Star,27,12.0,88.3,44.8,8.1,1,0,11.7,0,3006.0,1347.0,0,Star
AG02983,Developing,13,4.0,79.8,34.5,6.1,0,0,11.8,0,718.0,248.0,1,Stable
AG02984,Star,48,11.9,99.0,50.6,8.3,1,0,11.2,0,4579.0,2317.0,0,Star
AG02985,Stable,8,1.6,75.8,37.4,6.4,1,1,15.7,1,411.0,154.0,1,Stable
AG02986,Star,15,7.7,89.3,44.0,9.5,1,1,12.6,0,2373.0,1044.0,0,Star
AG02987,Stable,37,6.7,80.6,40.2,8.6,4,0,6.7,0,1891.0,760.0,2,Developing
AG02988,Stable,12,6.0,79.1,39.2,7.9,2,0,11.0,0,1475.0,578.0,1,Stable
AG02989,Developing,47,2.3,68.4,37.1,4.7,0,1,4.7,1,519.0,193.0,3,At-Risk
AG02990,Developing,2,2.1,72.4,29.9,6.5,2,1,19.5,0,421.0,126.0,1,Stable
AG02991,Developing,8,0.0,66.5,26.3,7.1,0,0,17.4,0,0.0,0.0,3,At-Risk
AG02992,Stable,0,1.5,78.6,45.4,7.4,1,0,23.9,0,261.0,118.0,1,Stable
AG02993,Stable,39,8.9,81.7,40.5,7.7,4,0,5.3,0,2309.0,935.0,2,Developing
AG02994,Stable,15,5.1,81.2,40.5,9.1,1,0,11.9,0,952.0,386.0,1,Stable
AG02995,Stable,26,5.1,80.1,42.6,6.8,0,0,10.3,0,1112.0,474.0,1,Stable
AG02996,Developing,2,0.2,56.7,26.6,5.8,0,0,18.9,1,41.0,11.0,3,At-Risk
AG02997,Stable,25,1.8,87.5,40.7,5.3,0,0,9.2,0,359.0,146.0,1,Stable
AG02998,At-Risk,9,0.0,57.4,26.6,4.7,0,1,16.8,1,0.0,0.0,3,At-Risk
AG02999,Star,31,13.1,89.3,43.1,10.0,1,0,8.9,0,4614.0,1989.0,0,Star
AG03000,Developing,10,1.8,61.6,33.2,5.8,0,0,14.6,0,297.0,99.0,3,At-Risk
AG03001,Stable,14,4.6,81.3,38.3,6.1,0,2,13.4,0,1235.0,473.0,1,Stable
AG03002,Stable,15,1.9,92.2,38.4,6.2,1,0,15.4,0,398.0,153.0,1,Stable
AG03003,Developing,120,2.1,73.3,41.6,5.8,2,2,0.0,0,387.0,161.0,2,Developing
AG03004,Star,59,15.4,89.1,48.6,6.5,7,0,6.4,0,5707.0,2774.0,0,Star
AG03005,Developing,0,1.6,71.2,28.1,4.7,0,0,24.7,1,197.0,55.0,1,Stable
AG03006,Stable,12,3.0,79.3,37.4,6.3,3,1,16.1,0,862.0,322.0,1,Stable
AG03007,Stable,65,6.0,85.1,42.0,6.4,4,3,2.8,0,1239.0,520.0,2,Developing
AG03008,Star,25,10.8,97.7,45.4,8.7,2,0,11.9,0,3818.0,1733.0,0,Star
AG03009,Developing,38,2.3,72.4,32.8,5.6,1,0,7.0,0,465.0,153.0,3,At-Risk
AG03010,Stable,7,1.0,75.0,37.8,7.2,0,0,17.9,0,174.0,66.0,1,Stable
AG03011,At-Risk,2,0.4,63.2,25.7,3.2,1,3,23.2,0,46.0,12.0,3,At-Risk
AG03012,Developing,8,2.5,75.6,31.3,4.2,0,1,18.6,1,405.0,127.0,3,At-Risk
AG03013,Developing,95,5.2,73.0,41.7,8.7,2,0,0.0,0,907.0,378.0,2,Developing
AG03014,Stable,24,7.6,86.6,40.9,7.4,0,1,6.2,0,1801.0,737.0,2,Developing
AG03015,Developing,16,0.8,64.6,39.4,6.0,0,2,11.2,0,114.0,45.0,3,At-Risk
AG03016,At-Risk,29,2.0,63.2,36.5,5.3,1,2,4.3,0,316.0,115.0,3,At-Risk
AG03017,Star,33,11.3,84.3,48.7,8.6,0,0,12.7,0,5134.0,2500.0,0,Star
AG03018,Stable,34,6.8,76.3,36.4,7.4,0,0,3.9,0,1361.0,495.0,2,Developing
AG03019,Stable,12,4.7,81.3,38.9,6.5,1,0,13.5,0,1407.0,547.0,1,Stable
AG03020,Stable,120,6.9,79.5,47.7,8.2,5,1,0.4,0,1549.0,739.0,2,Developing
AG03021,Developing,7,0.0,72.2,33.6,4.2,0,2,13.8,1,0.0,0.0,3,At-Risk
AG03022,Stable,62,8.6,82.6,39.9,7.7,3,0,5.9,0,2522.0,1006.0,2,Developing
AG03023,Stable,16,6.0,78.1,44.2,8.8,2,1,11.1,0,1431.0,633.0,1,Stable
AG03024,Stable,25,4.1,75.7,39.5,8.0,0,1,12.9,0,1080.0,427.0,1,Stable
AG03025,Stable,29,7.3,78.4,39.0,6.9,2,2,10.8,0,1680.0,655.0,2,Developing
AG03026,Stable,5,1.8,86.1,38.6,6.8,2,1,18.2,1,610.0,235.0,1,Stable
AG03027,At-Risk,9,0.4,59.1,27.6,3.7,0,1,11.6,1,46.0,13.0,3,At-Risk
AG03028,Developing,32,1.7,70.8,36.0,4.5,1,1,6.6,1,309.0,111.0,3,At-Risk
AG03029,Stable,50,8.4,82.5,39.1,7.5,1,1,9.1,0,1738.0,680.0,2,Developing
AG03030,Developing,26,2.5,66.2,35.7,6.4,0,1,9.6,0,364.0,130.0,3,At-Risk
AG03031,Star,72,12.6,92.9,45.0,8.4,5,0,5.7,0,4085.0,1838.0,0,Star
AG03032,Stable,17,7.3,72.9,32.8,8.0,0,1,10.6,0,989.0,324.0,1,Stable
AG03033,Stable,13,4.8,84.6,41.2,7.9,0,0,15.4,0,1247.0,514.0,1,Stable
AG03034,At-Risk,52,1.2,63.7,28.0,4.7,0,4,5.0,1,144.0,40.0,3,At-Risk
AG03035,Developing,1,1.4,70.4,28.2,5.7,1,1,21.8,1,253.0,71.0,3,At-Risk
AG03036,Developing,50,2.4,70.6,36.2,4.3,3,1,6.8,1,415.0,150.0,3,At-Risk
AG03037,Star,8,6.6,88.8,46.0,8.9,1,0,21.5,0,1810.0,833.0,1,Stable
AG03038,Stable,29,7.1,75.3,45.8,7.1,0,0,8.8,0,1502.0,688.0,2,Developing
AG03039,Developing,0,0.0,63.4,28.9,6.5,0,2,18.8,1,0.0,0.0,3,At-Risk
AG03040,Stable,11,5.1,82.7,39.9,7.3,0,0,12.7,0,1314.0,524.0,1,Stable
AG03041,At-Risk,85,1.0,56.0,23.2,5.7,0,1,1.3,0,123.0,29.0,3,At-Risk
AG03042,Developing,35,5.3,68.8,32.9,7.2,1,2,6.6,0,853.0,281.0,3,At-Risk
AG03043,Stable,10,4.3,81.7,40.0,5.6,0,0,18.2,1,1064.0,426.0,1,Stable
AG03044,Developing,5,1.9,76.9,35.6,5.0,0,2,22.3,1,367.0,131.0,1,Stable
AG03045,At-Risk,15,0.0,67.5,25.0,3.6,0,2,13.5,1,0.0,0.0,3,At-Risk
AG03046,Stable,7,3.9,81.7,37.7,6.3,0,1,18.0,0,898.0,339.0,1,Stable
AG03047,Developing,64,2.2,78.6,34.9,5.7,2,2,0.4,0,309.0,108.0,2,Developing
AG03048,At-Risk,31,1.9,65.0,31.4,4.8,0,3,6.7,0,206.0,65.0,3,At-Risk
AG03049,Stable,30,3.2,89.0,42.7,5.1,1,1,6.6,0,751.0,321.0,2,Developing
AG03050,At-Risk,68,0.0,48.6,32.9,2.6,1,2,1.9,1,0.0,0.0,3,At-Risk
AG03051,Star,29,13.1,85.0,53.6,8.6,5,1,12.1,0,6028.0,3231.0,0,Star
AG03052,Developing,120,5.1,72.0,40.3,7.8,1,1,1.2,0,929.0,374.0,2,Developing
AG03053,Developing,13,2.4,69.5,36.4,6.3,0,1,9.8,0,455.0,166.0,1,Stable
AG03054,Developing,28,2.4,61.1,27.9,5.0,0,0,9.9,0,458.0,128.0,3,At-Risk
AG03055,Stable,8,2.6,74.6,38.2,6.5,0,0,18.7,0,690.0,264.0,1,Stable
AG03056,Developing,23,3.8,79.9,26.4,7.7,0,1,10.2,0,672.0,177.0,1,Stable
AG03057,Stable,16,5.0,82.3,39.5,7.4,2,1,11.9,0,1182.0,467.0,1,Stable
AG03058,Stable,5,5.8,84.7,33.5,8.3,0,0,16.4,0,1417.0,475.0,1,Stable
AG03059,Stable,9,2.1,75.6,36.8,7.4,0,0,14.1,1,486.0,179.0,1,Stable
AG03060,Stable,13,5.2,75.4,39.6,6.9,1,1,15.8,0,1618.0,641.0,1,Stable
AG03061,Stable,21,3.9,78.0,41.6,6.5,2,0,8.8,0,1167.0,485.0,1,Stable
AG03062,Stable,36,6.5,81.5,42.3,7.0,2,0,10.5,0,1266.0,536.0,2,Developing
AG03063,At-Risk,12,1.1,56.6,25.9,5.6,0,1,16.0,1,140.0,36.0,3,At-Risk
AG03064,Stable,7,3.5,71.6,33.6,6.2,1,2,17.6,0,875.0,294.0,1,Stable
AG03065,Stable,59,7.2,83.0,36.0,5.1,2,0,9.1,0,1580.0,569.0,2,Developing
AG03066,Stable,83,7.8,73.5,43.2,5.7,3,1,5.2,0,1586.0,685.0,2,Developing
AG03067,Stable,18,8.0,85.8,36.5,8.6,1,0,10.6,0,1040.0,380.0,1,Stable
AG03068,Developing,18,2.6,75.6,36.2,4.4,0,1,9.4,1,590.0,214.0,3,At-Risk
AG03069,Stable,1,3.8,80.1,40.7,9.1,0,1,20.3,0,904.0,368.0,1,Stable
AG03070,Star,9,8.6,86.6,44.7,8.2,2,0,18.5,0,3144.0,1405.0,0,Star
AG03071,At-Risk,8,2.8,41.4,26.0,3.7,0,3,14.8,0,249.0,65.0,3,At-Risk
AG03072,Developing,25,2.7,74.1,36.6,7.5,1,0,6.8,0,460.0,168.0,1,Stable
AG03073,Developing,4,0.9,54.6,32.9,2.2,0,2,19.4,1,174.0,57.0,3,At-Risk
AG03074,At-Risk,12,1.1,66.2,35.9,5.7,0,1,15.9,0,82.0,29.0,3,At-Risk
AG03075,At-Risk,38,2.1,56.7,40.4,7.6,0,3,9.8,1,232.0,94.0,3,At-Risk
AG03076,Stable,33,8.0,89.4,34.5,8.0,1,0,7.2,0,1925.0,664.0,2,Developing
AG03077,Developing,10,1.9,69.2,33.6,4.2,0,2,16.4,1,326.0,110.0,3,At-Risk
AG03078,Developing,4,3.1,67.5,34.8,7.9,1,0,15.2,0,488.0,170.0,1,Stable
AG03079,Stable,11,4.0,82.3,38.2,7.1,0,0,16.4,0,1203.0,460.0,1,Stable
AG03080,Stable,21,7.3,77.9,38.8,5.8,1,1,8.3,0,2112.0,819.0,2,Developing
AG03081,Stable,23,7.7,75.5,40.4,7.0,0,0,10.3,0,2067.0,835.0,2,Developing
AG03082,Developing,2,2.2,72.0,34.7,6.5,2,0,20.3,0,325.0,113.0,1,Stable
AG03083,Developing,13,1.9,66.4,31.6,5.4,0,0,13.2,1,295.0,93.0,3,At-Risk
AG03084,Developing,55,5.5,68.8,37.2,5.4,0,1,1.1,0,1080.0,402.0,2,Developing
AG03085,Stable,86,6.0,81.8,38.5,7.8,2,1,1.0,0,1666.0,641.0,2,Developing
AG03086,Stable,89,7.7,80.4,35.8,8.0,5,0,0.6,0,2171.0,777.0,2,Developing
AG03087,Stable,2,2.6,83.8,38.6,7.9,1,1,19.2,0,698.0,269.0,1,Stable
AG03088,Stable,78,5.2,75.9,42.8,8.4,2,2,5.1,0,1570.0,672.0,2,Developing
AG03089,At-Risk,47,2.9,65.9,34.6,7.2,0,1,4.1,0,285.0,99.0,3,At-Risk
AG03090,At-Risk,31,0.0,53.9,35.5,6.3,0,3,6.2,0,0.0,0.0,3,At-Risk
AG03091,At-Risk,19,1.0,39.5,35.9,5.9,0,0,12.4,0,113.0,41.0,3,At-Risk
AG03092,At-Risk,8,0.8,74.9,37.2,4.7,0,2,17.0,1,103.0,38.0,3,At-Risk
AG03093,At-Risk,26,0.5,55.7,27.9,2.3,0,2,12.8,1,64.0,18.0,3,At-Risk
AG03094,Stable,3,2.8,88.2,41.1,9.1,2,0,21.7,0,567.0,233.0,1,Stable
AG03095,Star,1,3.7,89.8,45.6,8.5,2,1,20.2,0,1311.0,598.0,1,Stable
AG03096,Star,75,13.2,88.0,43.1,8.9,5,0,7.5,0,6123.0,2639.0,0,Star
AG03097,Stable,8,5.1,85.1,37.3,6.8,1,1,17.7,0,1182.0,441.0,1,Stable
AG03098,Stable,69,5.9,79.4,43.2,10.0,3,0,6.4,0,1336.0,577.0,2,Developing
AG03099,Stable,5,6.9,87.4,39.7,5.2,1,0,17.8,0,1582.0,628.0,1,Stable
AG03100,At-Risk,9,0.7,45.8,24.9,3.3,0,2,17.9,1,71.0,18.0,3,At-Risk
AG03101,Stable,6,2.0,74.6,42.2,6.4,0,1,16.9,0,489.0,206.0,1,Stable
AG03102,At-Risk,16,0.1,63.4,36.0,4.7,0,5,12.8,1,11.0,4.0,3,At-Risk
AG03103,Developing,58,6.2,74.0,33.4,6.9,1,0,1.7,0,1338.0,447.0,2,Developing
AG03104,Developing,70,3.4,65.8,35.6,6.5,1,1,0.3,0,667.0,237.0,2,Developing
AG03105,Developing,20,0.9,66.0,33.4,4.9,1,2,12.4,1,154.0,51.0,3,At-Risk
AG03106,Stable,33,8.1,80.8,39.2,7.4,1,0,7.1,0,2521.0,988.0,2,Developing
AG03107,Developing,3,0.9,69.3,29.5,8.9,1,0,17.1,0,147.0,43.0,1,Stable
AG03108,Stable,2,3.1,71.5,32.9,7.7,1,0,22.0,0,879.0,289.0,1,Stable
AG03109,At-Risk,49,3.6,71.4,26.2,6.1,0,3,0.0,0,396.0,104.0,3,At-Risk
AG03110,Stable,15,5.8,88.5,38.4,7.0,3,0,11.1,0,1716.0,659.0,2,Developing
AG03111,Stable,42,10.9,71.8,40.0,6.7,1,2,2.2,0,2693.0,1077.0,2,Developing
AG03112,Developing,16,0.3,77.3,30.4,6.6,2,0,14.7,1,55.0,17.0,1,Stable
AG03113,Developing,23,2.3,74.4,39.7,7.5,0,1,8.8,0,349.0,139.0,1,Stable
AG03114,Stable,29,6.2,72.5,40.8,9.4,1,2,8.1,0,1521.0,621.0,2,Developing
AG03115,Developing,18,6.7,75.8,30.1,7.5,0,1,12.1,0,1366.0,411.0,1,Stable
AG03116,Stable,15,8.1,76.0,34.0,6.7,1,0,14.3,0,2201.0,748.0,1,Stable
AG03117,Developing,15,5.0,69.6,33.7,5.4,0,0,14.1,0,950.0,320.0,1,Stable
AG03118,Stable,4,1.9,84.9,37.2,6.2,0,0,20.5,0,506.0,188.0,1,Stable
AG03119,Stable,36,6.0,84.7,42.1,8.9,3,0,5.9,0,1597.0,672.0,2,Developing
AG03120,Stable,4,1.3,78.9,37.9,7.3,2,1,20.6,1,438.0,166.0,1,Stable
AG03121,Stable,7,2.9,83.8,37.4,8.3,2,2,15.6,0,789.0,295.0,1,Stable
AG03122,Stable,16,7.7,78.7,44.4,7.4,1,0,11.5,0,1698.0,754.0,1,Stable
AG03123,Stable,16,5.1,81.4,35.5,5.8,1,0,9.2,0,1140.0,405.0,1,Stable
AG03124,Stable,14,5.1,87.4,42.3,7.3,0,1,16.5,0,1436.0,607.0,1,Stable
AG03125,Stable,52,6.9,78.9,43.2,5.0,0,0,2.3,1,1923.0,831.0,2,Developing
AG03126,Stable,10,2.2,75.1,37.7,7.4,0,0,18.0,0,631.0,238.0,1,Stable
AG03127,Stable,62,6.9,82.7,40.5,7.9,1,0,4.6,0,1860.0,753.0,2,Developing
AG03128,Developing,26,2.0,78.6,34.8,5.9,0,0,9.2,0,308.0,107.0,1,Stable
AG03129,At-Risk,24,1.3,53.0,24.9,6.7,0,3,10.1,0,178.0,44.0,3,At-Risk
AG03130,Stable,28,5.6,83.4,39.1,8.3,2,0,6.1,0,1182.0,462.0,2,Developing
AG03131,At-Risk,7,0.2,52.9,24.3,7.3,0,4,20.2,0,23.0,6.0,3,At-Risk
AG03132,Star,27,11.4,91.7,43.6,8.9,0,1,10.8,0,3165.0,1380.0,0,Star
AG03133,Star,49,13.3,98.0,48.4,8.7,3,0,9.6,0,4549.0,2202.0,0,Star
AG03134,Developing,33,3.6,59.4,33.2,4.7,0,2,6.0,0,793.0,263.0,3,At-Risk
AG03135,Developing,2,1.8,80.0,34.1,5.0,0,1,17.5,0,265.0,90.0,1,Stable
AG03136,Developing,14,1.7,82.1,33.6,5.4,0,1,17.1,0,308.0,103.0,1,Stable
AG03137,Star,0,4.6,88.7,44.0,8.0,0,0,23.8,0,1331.0,586.0,1,Stable
AG03138,Developing,13,2.6,71.9,29.9,6.5,0,0,14.6,0,527.0,158.0,1,Stable
AG03139,Stable,4,2.4,78.8,38.7,7.1,0,0,12.9,0,738.0,286.0,1,Stable
AG03140,Stable,18,4.5,84.4,37.0,7.9,0,0,11.3,0,1352.0,500.0,1,Stable
AG03141,Stable,0,1.7,76.0,36.7,6.3,1,0,23.2,0,400.0,147.0,1,Stable
AG03142,At-Risk,81,2.6,57.4,30.8,4.7,0,3,3.0,1,371.0,114.0,3,At-Risk
AG03143,Star,11,8.2,84.2,47.3,10.0,1,0,17.5,0,2794.0,1322.0,0,Star
AG03144,Developing,43,2.5,75.0,35.4,5.0,1,1,4.9,0,500.0,177.0,3,At-Risk
AG03145,Developing,7,3.7,68.4,30.7,6.5,0,0,18.7,0,604.0,185.0,1,Stable
AG03146,Developing,38,2.2,68.7,38.8,5.2,0,0,3.5,1,372.0,144.0,3,At-Risk
AG03147,Developing,12,2.4,65.4,33.8,4.4,0,0,13.7,1,370.0,125.0,3,At-Risk
AG03148,At-Risk,28,0.6,45.8,21.2,5.2,1,3,11.1,1,86.0,18.0,3,At-Risk
AG03149,Stable,82,5.6,81.2,40.4,6.9,5,0,0.0,1,1477.0,597.0,2,Developing
AG03150,Star,32,10.7,87.4,47.6,8.8,2,0,10.1,0,2904.0,1382.0,0,Star
AG03151,Stable,4,5.2,80.2,37.2,7.9,1,1,16.7,0,1336.0,497.0,1,Stable
AG03152,Stable,67,5.4,81.8,39.9,6.4,3,0,3.8,0,1275.0,509.0,2,Developing
AG03153,Stable,39,6.7,88.0,32.9,7.7,3,0,6.0,0,1384.0,455.0,2,Developing
AG03154,Stable,58,10.0,82.1,40.7,8.3,2,0,1.9,0,2715.0,1105.0,2,Developing
AG03155,Stable,68,4.8,78.9,39.3,6.3,4,1,3.2,1,931.0,366.0,2,Developing
AG03156,Star,9,11.1,88.7,41.4,9.1,0,0,18.9,0,3900.0,1615.0,0,Star
AG03157,Star,11,7.9,88.6,48.5,8.1,0,0,16.4,0,2746.0,1332.0,0,Star
AG03158,At-Risk,43,1.9,49.5,24.1,1.9,1,0,4.5,1,223.0,54.0,3,At-Risk
AG03159,Stable,1,3.8,80.2,32.4,4.8,1,0,19.9,1,865.0,280.0,1,Stable
AG03160,At-Risk,11,0.0,68.2,26.0,8.9,0,3,10.1,0,0.0,0.0,3,At-Risk
AG03161,At-Risk,12,0.0,53.0,23.7,3.5,1,3,16.0,1,0.0,0.0,3,At-Risk
AG03162,Stable,60,6.8,85.3,39.4,7.4,0,2,6.0,0,2137.0,842.0,2,Developing
AG03163,Developing,85,5.4,70.3,33.4,8.3,4,1,0.0,0,1004.0,335.0,2,Developing
AG03164,Developing,4,0.0,71.6,33.2,4.9,1,1,21.3,0,0.0,0.0,3,At-Risk
AG03165,Developing,20,4.3,72.0,30.1,7.8,1,0,11.5,0,552.0,166.0,1,Stable
AG03166,Star,39,13.0,91.6,42.9,8.7,4,1,6.7,0,4483.0,1923.0,0,Star
AG03167,Stable,12,8.0,82.9,37.4,7.8,2,1,13.7,0,2125.0,795.0,1,Stable
AG03168,Star,22,12.0,91.8,43.6,8.6,2,1,11.6,0,2731.0,1191.0,0,Star
AG03169,Developing,7,2.8,80.6,33.1,3.8,1,0,18.8,0,546.0,181.0,1,Stable
AG03170,At-Risk,43,3.2,48.3,34.0,5.2,0,2,3.5,1,425.0,144.0,3,At-Risk
AG03171,Developing,42,5.0,70.6,33.1,6.3,1,1,9.7,0,834.0,276.0,3,At-Risk
AG03172,Developing,16,1.3,60.3,30.2,4.1,0,1,14.6,1,231.0,70.0,3,At-Risk
AG03173,At-Risk,12,0.0,50.4,28.5,3.3,1,4,11.7,1,0.0,0.0,3,At-Risk
